"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1083186";"";"None";"445.52";"0";"4.87";"1b-(R)";"CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"17.14";"0.32";"2.77";"10.70";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"23.0"
"CHEMBL24950";"";"None";"326.40";"0";"4.69";"11";"Oc1cccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)c1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"23.40";"0.42";"2.95";"18.88";"0";"CHEMBL678128";"Binding affinity for Human Estrogen receptor-beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136557";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"23.0"
"CHEMBL1086389";"";"None";"429.52";"1";"5.16";"3a-(R)";"CN(C)CCOc1ccc([C@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"16.25";"0.30";"1.82";"13.64";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"105.0"
"CHEMBL1087041";"";"None";"485.58";"1";"5.79";"2a-(S)";"Oc1ccc2c(c1)O[C@@H](c1cccc(OCCN3CCCCC3)c1)C1=C2CCOc2cc(O)ccc21";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"13.80";"0.25";"0.91";"9.38";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"200.0"
"CHEMBL1085429";"";"None";"513.63";"2";"6.40";"7-(R), JNJ-19398990";"COc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2cc(OC)ccc21";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1114099";"Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153760";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";""
"CHEMBL361601";"";"None";"491.65";"1";"6.42";"10";"CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"16.04";"0.31";"1.47";"12.69";"0";"CHEMBL831972";"Inhibition of binding to recombinant human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144457";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"13.0"
"CHEMBL101382";"";"None";"428.58";"1";"5.41";"2";"Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1";"IC50";"'='";"345.94";"nM";"6.46";"";"";"UO_0000065";"15.08";"0.28";"1.05";"17.98";"1";"CHEMBL831659";"Inhibition of binding to human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.461"
"CHEMBL183086";"";"None";"477.63";"1";"6.32";"28";"CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1";"IC50";"'='";"114.0";"nM";"6.94";"";"";"UO_0000065";"14.54";"0.28";"0.62";"11.17";"0";"CHEMBL831972";"Inhibition of binding to recombinant human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144457";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"114.0"
"CHEMBL182690";"";"None";"495.62";"1";"6.31";"13";"C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4S[C@@H]3c3cccc(O)c3)cc2)C1";"IC50";"'='";"9.1";"nM";"8.04";"";"";"UO_0000065";"16.22";"0.31";"1.73";"12.94";"0";"CHEMBL832939";"Inhibition of human estrogen receptor 2 using tritiated estradiol incubated for 3 hr";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142800";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"9.1"
"CHEMBL185837";"";"None";"270.24";"0";"2.71";"16";"O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12";"IC50";"'='";"383.0";"nM";"6.42";"";"";"UO_0000065";"23.74";"0.44";"3.71";"6.48";"1";"CHEMBL973102";"Binding affinity to ERbeta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157212";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"383.0"
"CHEMBL191905";"";"None";"322.36";"0";"3.87";"10";"COc1cccc(COc2ccc3c4c(c(=O)oc3c2)CCC4)c1";"IC50";"";"1000000.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL833490";"Binding affinity for human Estrogen receptor beta; NC= Nonconvergence with an IC50>1 mM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144341";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.0"
"CHEMBL427166";"";"None";"284.32";"0";"3.58";"12";"O=c1nc2n(c3cc4ccccc4cc13)Cc1ccccc1-2";"IC50";"";"1000000.0";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL833490";"Binding affinity for human Estrogen receptor beta; NC= Nonconvergence with an IC50>1 mM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144341";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"1.0"
"CHEMBL81";"RALOXIFENE";"4.0";"473.59";"1";"6.08";"2, Raloxifene";"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"15.55";"0.30";"1.29";"10.52";"0";"CHEMBL677746";"In vitro inhibitory concentration against [3H]17-beta-estradiol binding to human estrogen receptor 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134479";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"43.0"
"CHEMBL315761";"";"None";"437.56";"1";"5.82";"g";"Oc1ccc2c(c1)S[C@H](c1ccco1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2";"IC50";"'='";"361.0";"nM";"6.44";"";"";"UO_0000065";"14.72";"0.28";"0.62";"11.70";"0";"CHEMBL678093";"Binding affinity towards human estrogen receptor beta (ERbeta)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146734";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"361.0"
"CHEMBL92660";"";"None";"498.04";"1";"6.58";"13";"Oc1ccc([C@@H]2Sc3c(ccc(O)c3Cl)O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"15.77";"0.32";"1.27";"12.63";"0";"CHEMBL682167";"Displacement of [3H]17-beta-estradiol from full length human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"14.0"
"CHEMBL94116";"";"None";"498.04";"1";"6.58";"6";"Oc1ccc([C@@H]2Sc3c(Cl)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1";"IC50";"'='";"121.0";"nM";"6.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL673659";"Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor beta and the alkaline phosphatase reporter gene";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"121.0"
"CHEMBL1444824";"";"None";"328.43";"0";"2.72";"SID864581";"c1csc(Cc2nn3c(-c4[nH]nc5c4CCC5)nnc3s2)c1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1476347";"";"None";"417.52";"0";"4.17";"SID48410366";"N#Cc1ccc(-c2cccnc2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2";"IC50";"'='";"148.93";"nM";"6.83";"";"Not Active";"UO_0000065";"16.35";"0.32";"2.66";"6.66";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"0.148928526"
"CHEMBL1444840";"";"None";"433.44";"0";"3.04";"SID852272";"COCCOC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(C(=O)O)cc3)cc12";"IC50";"'='";"3820.06";"nM";"5.42";"";"Not Active";"UO_0000065";"12.50";"0.25";"2.38";"4.10";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.820064593"
"CHEMBL1716742";"";"None";"254.25";"0";"2.50";"SID858085";"CCOc1[nH]c(/N=C/c2ccco2)c(C#N)c1C#N";"IC50";"'='";"18202.29";"nM";"4.74";"";"Not Active";"UO_0000065";"18.64";"0.34";"2.24";"4.83";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"18.20228863"
"CHEMBL1406018";"";"None";"297.77";"0";"2.08";"SID4256516";"CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1";"IC50";"'>'";"109200.5";"nM";"";"Outside typical range";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"109.2005"
"CHEMBL1601624";"";"None";"300.31";"0";"3.18";"SID14744796";"Cc1cc(C)c(C(=O)COc2cccnc2[N+](=O)[O-])cc1C";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1586096";"";"None";"322.36";"0";"4.10";"SID4247117";"COc1cc(C2Nc3cccc4cccc(c34)N2)cc(OC)c1O";"IC50";"'='";"5040.48";"nM";"5.30";"";"Not Active";"UO_0000065";"16.43";"0.30";"1.20";"8.44";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"5.04048236"
"CHEMBL1352121";"";"None";"439.48";"0";"2.89";"SID7978091";"N=c1c(C(=O)NCc2ccco2)cc2c(=O)n3ccccc3nc2n1CCc1ccccc1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL1431555";"";"None";"337.42";"0";"2.65";"SID14743710";"CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1";"IC50";"'='";"37132.65";"nM";"4.43";"";"Not Active";"UO_0000065";"13.13";"0.24";"1.78";"8.41";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"37.132646"
"CHEMBL1589300";"";"None";"279.39";"0";"3.95";"SID7972701";"CCCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1";"IC50";"'>'";"50000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614377";"PUBCHEM_BIOASSAY: Estrogen Receptor-beta Coactivator Binding Inhibitors ELISA Secondary Assay. (Class of assay: confirmatory) [Related pubchem assays: 633 (Primary screen preceding this ELISA dose response confirmation assay.), 733 (Primary dose response assay preceding this ELISA dose response confirmation assay.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"50.0"
"CHEMBL77851";"";"None";"267.28";"0";"2.93";"4f";"Oc1ccc2c(c1)CCC1Oc3cc(O)ccc3N=C21";"IC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"20.90";"0.38";"2.66";"9.00";"0";"CHEMBL682169";"Binding affinity towards estrogen receptor beta by [3H]17-beta-estradiol displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148236";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2600.0"
"CHEMBL93546";"";"None";"465.59";"1";"6.36";"20";"Oc1ccc2c(c1)SC(c1ccc(F)cc1)C(c1ccc(OCCN3CCCCC3)cc1)O2";"IC50";"'='";"1555.0";"nM";"5.81";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL673659";"Potency in cellular transactivation assay utilizing HEK293 cells stably co-transfected with human estrogen receptor beta and the alkaline phosphatase reporter gene";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"CHEMBL3307715";"";"";"";"1555.0"
"CHEMBL205249";"";"None";"280.28";"0";"2.44";"1aao";"C=Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12";"IC50";"'='";"17004.0";"nM";"4.77";"";"";"UO_0000065";"17.02";"0.31";"2.33";"6.33";"0";"CHEMBL860987";"Displacement of [3H]estrone from ER beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146098";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"17004.0"
"CHEMBL204642";"";"None";"316.49";"0";"4.23";"25";"C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"24.02";"0.45";"3.37";"18.79";"0";"CHEMBL859108";"Binding affinity to human ERbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149417";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"25.0"
"CHEMBL201809";"";"None";"314.47";"0";"3.67";"20";"CC#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O";"IC50";"'='";"381.0";"nM";"6.42";"";"";"UO_0000065";"20.41";"0.38";"2.75";"15.87";"0";"CHEMBL859108";"Binding affinity to human ERbeta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149417";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"381.0"
"CHEMBL3";"NICOTINE";"4.0";"162.24";"0";"1.85";"NICOTINE";"CN1CCC[C@H]1c1cccnc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909146";"DRUGMATRIX: Estrogen ERbeta radioligand binding (ligand: [3H] Estradiol)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"Not Active";""
"CHEMBL135";"ESTRADIOL";"4.0";"272.39";"0";"3.61";"E2 (17-beta-estradiol)";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"31.00";"0.58";"4.83";"20.87";"1";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"3.6"
"CHEMBL192587";"";"None";"347.16";"0";"3.57";"19";"COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"19.66";"0.44";"3.25";"10.22";"0";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"150.0"
"CHEMBL189541";"";"None";"253.26";"0";"2.12";"22";"NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"23.45";"0.43";"3.82";"7.11";"0";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"1150.0"
"CHEMBL190238";"";"None";"297.31";"0";"3.05";"23";"CC/N=C1/C(c2ccc(O)cc2)=C(O)c2cc(O)cc(O)c21";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"18.73";"0.35";"2.52";"5.97";"0";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"2700.0"
"CHEMBL371788";"";"None";"268.27";"0";"2.93";"34";"CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"32.13";"0.59";"5.69";"11.09";"0";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"2.4"
"CHEMBL191836";"";"None";"330.34";"0";"3.96";"35";"O=C1C(c2ccc(O)cc2)=C(c2ccccc2)c2cc(O)cc(O)c21";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"25.80";"0.47";"4.56";"10.96";"0";"CHEMBL827158";"Inhibition of human estrogen receptor beta";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL242";"Estrogen receptor beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"3.0"
